Non symb;Nom court - FR;Nom court - NL;Nom long - FR;Nom long - NL;GPS_LATITUDE;GPS_LONGITUDE
YGNS;Y.ANTW-OOST;Y.ANTW-OOST;Y.ANTWERPEN-OOST;Y.ANTWERPEN-OOST;51,205498;4,43182
YFNZG;Y.ANTW-SCHPT;Y.ANTW-SCHPT;Y.ANTWERPEN-SCHIJNPOORT;Y.ANTWERPEN-SCHIJNPOORT;51,217149;4,445909
YFNZD;Y.ANTW-ZUID;Y.ANTW-ZUID;Y.ANTWERPEN-ZUID;Y.ANTWERPEN-ZUID;51,195624;4,395212
YARST;Y.ARENDSTR;Y.ARENDSTR;Y.ARENDSTRAAT;Y.ARENDSTRAAT;51,206117;4,426253
YASLS;Y.ASSELS;Y.ASSELS;Y.ASSELS;Y.ASSELS;51,04307;3,674
YAUBG;Y.AUBANGE;Y.AUBANGE;Y.AUBANGE;Y.AUBANGE;49,55607;5,820453
YAUBR;Y.AUBRY;Y.AUBRY;Y.AUBRY;Y.AUBRY;51,173458;4,477498
YMTL;Y.AUTELBAS;Y.AUTELBAS;Y.AUTELBAS;Y.AUTELBAS;49,64285;5,842522
YBYER;Y.BAYER;Y.BAYER;Y.BAYER;Y.BAYER;51,301254;4,308643
YBGRD;Y.BEAUREGARD;Y.BEAUREGARD;Y.BEAUREGARD;Y.BEAUREGARD;50,631557;3,860347
YBSTA;Y.BERCHEM-ST;Y.BERCHEM-ST;Y.BERCHEM-STADION;Y.BERCHEM-STADION;51,196518;4,434595
YBDHT;Y.BERENDR;Y.BERENDR;Y.BERENDRECHT;Y.BERENDRECHT;51,322161;4,349795
YBERW;Y.BERLIWAL;Y.BERLIWAL;Y.BERLIWAL;Y.BERLIWAL;51,302407;4,339511
YBNDS;Y.BERNADETTE;Y.BERNADETTE;Y.BERNADETTESTRAAT;Y.BERNADETTESTRAAT;51,07711;3,75123
YBERN;Y.BERNEAU;Y.BERNEAU;Y.BERNEAU;Y.BERNEAU;50,742657;5,712007
YBETH;Y.BETHUNE;Y.BETHUNE;Y.BETHUNE;Y.BETHUNE;50,82234;3,25363
YBT;Y.BL.TOREN;Y.BL.TOREN;Y.BLAUWE TOREN;Y.BLAUWE TOREN;51,244294;3,207646
YBCKS;Y.BOCKSTAEL;Y.BOCKSTAEL;Y.BOCKSTAEL;Y.BOCKSTAEL;50,881169;4,342701
YBHAI;Y.BOIS-HAINE;Y.BOIS-HAINE;Y.BOIS-D'HAINE;Y.BOIS-D'HAINE;50,510601;4,220151
YBKHE;Y.BOKSBERGH;Y.BOKSBERGH;Y.BOKSBERGHEIDE;Y.BOKSBERGHEIDE;50,966701;5,46586
YBOMA;Y.BOMA;Y.BOMA;Y.BOMA;Y.BOMA;51,059573;3,740343
YBNDL;Y.BOONDAEL;Y.BOONDAAL;Y.BOONDAEL;Y.BOONDAAL;50,810724;4,399048
YBGNT;Y.BORGNET;Y.BORGNET;Y.BORGNET;Y.BORGNET;50,596855;5,469301
YBSDL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;50,952667;5,481011
YFBKE;Y.BRUXELL-PI;Y.BRUSSEL-KE;Y.BRUXELLES-PETITE-ILE;Y.BRUSSEL-KLEIN-EILAND;50,818066;4,30861
YCRIQ;Y.CRIQUELION;Y.CRIQUELION;Y.CRIQUELION;Y.CRIQUELION;50,447106;3,84078
YKUGM;Y.CUREGHEM;Y.KUREGEM;Y.CUREGHEM;Y.KUREGEM;50,831752;4,322944
YDENB;Y.DEN BEER;Y.DEN BEER;Y.DEN BEER;Y.DEN BEER;51,261027;4,271182
YFDGO;Y.DIEGEM-O;Y.DIEGEM-O;Y.DIEGEM-OOST;Y.DIEGEM-OOST;50,891793;4,434542
YFDGW;Y.DIEGEM-W;Y.DIEGEM-W;Y.DIEGEM-WEST;Y.DIEGEM-WEST;50,891761;4,434414
YFDT;Y.DIEST;Y.DIEST;Y.DIEST;Y.DIEST;50,99145;5,06156
YDLBR;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;50,93827;4,673588
YDRBS;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;51,185572;4,444228
YDRHS;Y.DRIEH.STR;Y.DRIEH.STR;Y.DRIEHOEKSTRAAT;Y.DRIEHOEKSTRAAT;51,286403;4,425635
YDUDZ;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;51,262755;3,202606
YDUFF;Y.DUFFEL;Y.DUFFEL;Y.DUFFEL;Y.DUFFEL;51,122772;4,482779
YFCS;Y.ECAUSSINN;Y.ECAUSSINN;Y.ECAUSSINNES;Y.ECAUSSINNES;50,584896;4,128142
YEINE;Y.EINE;Y.EINE;Y.EINE;Y.EINE;50,855155;3,606333
YEKDK;Y.EKERSEDIJK;Y.EKERSEDIJK;Y.EKERSEDIJK;Y.EKERSEDIJK;51,28435;4,386636
YMTB;Y.ETTERBEEK;Y.ETTERBEEK;Y.ETTERBEEK;Y.ETTERBEEK;50,817066;4,403006
YFFM;Y.FAMILLEUR;Y.FAMILLEUR;Y.FAMILLEUREUX;Y.FAMILLEUREUX;50,514534;4,220279
YFRMN;Y.FARMANSTR;Y.FARMANSTR;Y.FARMANSTRAAT;Y.FARMANSTRAAT;51,074721;3,745057
YFNSO;Y.FARNESE-O;Y.FARNESE-O;Y.FARNESE-OOST;Y.FARNESE-OOST;51,267044;4,285196
YFNSW;Y.FARNESE-W;Y.FARNESE-W;Y.FARNESE-WEST;Y.FARNESE-WEST;;
YFNSZ;Y.FARNESE-Z;Y.FARNESE-Z;Y.FARNESE-ZUID;Y.FARNESE-ZUID;51,264148;4,281183
YLFL;Y.FELUY;Y.FELUY;Y.FELUY;Y.FELUY;50,53776;4,187778
YFFW;Y.FLAWINNE;Y.FLAWINNE;Y.FLAWINNE;Y.FLAWINNE;50,455249;4,812402
YLFC;Y.FORCHIES;Y.FORCHIES;Y.FORCHIES;Y.FORCHIES;50,433267;4,30965
YFORD;Y.FORD;Y.FORD;Y.FORD;Y.FORD;51,264562;4,385624
YFOST;Y.FOREST-EST;Y.VORST-OOST;Y.FOREST-EST;Y.VORST-OOST;50,824643;4,324662
YFRDK;Y.FREDERIK;Y.FREDERIK;Y.FREDERIK;Y.FREDERIK;51,353544;4,280281
YGADI;Y.GARDE-DIEU;Y.GARDE-DIEU;Y.GARDE-DIEU;Y.GARDE-DIEU;50,61929;5,586195
YFGW;Y.GENT-WEST;Y.GENT-WEST;Y.GENT-WEST;Y.GENT-WEST;51,037845;3,700483
YGSLO;Y.GESLECHT-O;Y.GESLECHT-O;Y.GESLECHT-OOST;Y.GESLECHT-OOST;51,287819;4,8017
YGSLW;Y.GESLECHT-W;Y.GESLECHT-W;Y.GESLECHT-WEST;Y.GESLECHT-WEST;51,28851;4,276707
YGIST;Y.GINGELOMST;Y.GINGELOMST;Y.GINGELOMSTRAAT;Y.GINGELOMSTRAAT;50,758623;5,098661
YLGL;Y.GLONS;Y.GLONS;Y.GLONS;Y.GLONS;50,752319;5,533802
YGRPG;Y.GROUPE G;Y.GROEP G;Y.SCHAERBEEK-GROUPE G;Y.SCHAARBEEK-GROEP G;50,88784;4,408917
YHABR;Y.HAMMERBR;Y.HAMMERBR;Y.HAMMERBRUCKE;Y.HAMMERBRUCKE;50,70157;6,04783
YHAHE;Y.HARENHEIDE;Y.HARENHEIDE;Y.HARENHEIDE;Y.HARENHEIDE;50,889994;4,420993
YGHTN;Y.HAREN-ND;Y.HAREN-ND;Y.HAREN-NORD;Y.HAREN-NOORD;50,90324;4,418365
YHEIK;Y.HEIKE;Y.HEIKE;Y.HEIKE;Y.HEIKE;51,013249;4,414662
YFET;Y.HERENT;Y.HERENT;Y.HERENT;Y.HERENT;50,898619;4,711523
YHEVR;Y.HEVER;Y.HEVER;Y.HEVER;Y.HEVER;50,998866;4,534939
YHLND;Y.HOLLAND;Y.HOLLAND;Y.HOLLAND;Y.HOLLAND;51,228235;4,43371
YHLBK;Y.HOLSBEEK;Y.HOLSBEEK;Y.HOLSBEEK;Y.HOLSBEEK;50,906071;4,718748
YHRNG;Y.HOURAING;Y.HOURAING;Y.HOURAING;Y.HOURAING;50,704231;3,835448
YJSPH;Y.JOSAPHAT;Y.JOSAPHAT;Y.JOSAPHAT;Y.JOSAPHAT;50,871569;4,375167
YFJR;Y.JURBISE;Y.JURBISE;Y.JURBISE;Y.JURBISE;50,536512;3,939965
YKABK;Y.KAATSBEEK;Y.KAATSBEEK;Y.KAATSBEEK;Y.KAATSBEEK;50,933118;5,491572
YKAHK;Y.KALISHOEK;Y.KALISHOEK;Y.KALISHOEK;Y.KALISHOEK;51,279699;4,262883
YKSTL;Y.KASTEL;Y.KASTEL;Y.KASTEL;Y.KASTEL;51,243795;4,383171
YKATS;Y.KATTESTR;Y.KATTESTR;Y.KATTESTRAAT;Y.KATTESTRAAT;51,216568;4,301856
YKEBK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;50,896141;4,424132
YKTNO;Y.KETENIS-O;Y.KETENIS-O;Y.KETENIS-OOST;Y.KETENIS-OOST;51,266795;4,278933
YKTNZ;Y.KETENIS-Z;Y.KETENIS-Z;Y.KETENIS-ZUID;Y.KETENIS-ZUID;51,264145;4,274694
YKOES;Y.KOESTRAAT;Y.KOESTRAAT;Y.KOESTRAAT;Y.KOESTRAAT;51,248486;4,239006
YMX;Y.KOKSIJDE;Y.KOKSIJDE;Y.KOKSIJDE;Y.KOKSIJDE;51,071935;2,682646
YLKW;Y.KORTRIJK-W;Y.KORTRIJK-W;Y.KORTRIJK-WEST;Y.KORTRIJK-WEST;50,8294;3,247974
YKRBN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;Y.KRIJGSBAAN;51,180344;4,466672
YKRHK;Y.KROMMENHK;Y.KROMMENHK;Y.KROMMENHOEK;Y.KROMMENHOEK;51,285112;4,239349
YKRIN;Y.KRUIPIN;Y.KRUIPIN;Y.KRUIPIN;Y.KRUIPIN;51,251497;4,253412
YKRBG;Y.KRUISBERG;Y.KRUISBERG;Y.KRUISBERG;Y.KRUISBERG;51,186865;4,836366
YKRSK;Y.KRUISKE;Y.KRUISKE;Y.KRUISKE;Y.KRUISKE;51,292901;4,353414
YKRSC;Y.KRUISSCH;Y.KRUISSCH;Y.KRUISSCHANS;Y.KRUISSCHANS;51,271665;4,328388
YLPAI;Y.LA PAIX;Y.LA PAIX;Y.LA PAIX;Y.LA PAIX;50,471496;4,161027
YLLS;Y.LA SAMBRE;Y.LA SAMBRE;Y.LA SAMBRE;Y.LA SAMBRE;50,408597;4,403577
YLAKN;Y.LAEKEN;Y.LAKEN;Y.LAEKEN;Y.LAKEN;50,878054;4,352954
YLCC;Y.LE COUCOU;Y.LE COUCOU;Y.LE COUCOU;Y.LE COUCOU;50,62718;3,848554
YLEBR;Y.LEIEBRUG;Y.LEIEBRUG;Y.LEIEBRUG;Y.LEIEBRUG;50,825749;3,25279
YLMAN;Y.LEMAN;Y.LEMAN;Y.LEMAN;Y.LEMAN;50,598698;5,465065
YFNE;Y.LENS;Y.LENS;Y.LENS;Y.LENS;50,538841;3,913963
YLEOP;Y.LEOPOLD;Y.LEOPOLD;Y.LEOPOLD;Y.LEOPOLD;51,26512;4,378414
YFLVM;Y.LEUVEN-M;Y.LEUVEN-M;Y.LEUVEN-BUNDEL M;Y.LEUVEN-BUNDEL M;50,895468;4,712534
YLSWG;Y.LIERSESTWG;Y.LIERSESTWG;Y.LIERSESTEENWEG;Y.LIERSESTEENWEG;51,15973;4,462049
YLLLO;Y.LILLO;Y.LILLO;Y.LILLO;Y.LILLO;51,301397;4,339173
YLIBR;Y.LILLOBRUG;Y.LILLOBRUG;Y.LILLOBRUG;Y.LILLOBRUG;51,304017;4,311278
YLKBK;Y.LINKEBEEK;Y.LINKEBEEK;Y.LINKEBEEK;Y.LINKEBEEK;50,774255;4,338515
YLKHL;Y.LINK-HALLE;Y.LINK-HALLE;Y.LINKEBEEK-HALLE;Y.LINKEBEEK-HALLE;50,784222;4,341397
YLINT;Y.LINT;Y.LINT;Y.LINT;Y.LINT;51,128967;4,488104
YLNGC;Y.LONGCHAMPS;Y.LONGCHAMPS;Y.LONGCHAMPS;Y.LONGCHAMPS;50,74651;5,707621
YLNO;Y.LOUV-LA-N;Y.LOUV-LA-N;Y.LOUVAIN-LA-NEUVE;Y.LOUVAIN-LA-NEUVE;50,652818;4,586499
YLUBL;Y.LUCHTBAL;Y.LUCHTBAL;Y.LUCHTBAL;Y.LUCHTBAL;51,264092;4,428761
YLHVN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;50,883714;4,479669
YMCHL;Y.MACHELEN;Y.MACHELEN;Y.MACHELEN;Y.MACHELEN;50,90785;4,421332
YMMNT;Y.MARIEMONT;Y.MARIEMONT;Y.MARIEMONT;Y.MARIEMONT;50,461;4,213713
YMTNT;Y.MARTINET;Y.MARTINET;Y.MARTINET;Y.MARTINET;50,414908;4,391683
YMAUB;Y.MAUBRAY;Y.MAUBRAY;Y.MAUBRAY;Y.MAUBRAY;50,554272;3,481853
YMSTF;Y.MEESTOOF;Y.MEESTOOF;Y.MEESTOOF;Y.MEESTOOF;51,28387;4,330399
YFML;Y.MELLE;Y.MELLE;Y.MELLE;Y.MELLE;51,001111;3,800091
YMSLE;Y.MELSELE;Y.MELSELE;Y.MELSELE;Y.MELSELE;51,211091;4,291728
SPVM;Y.MEULEWIJK;Y.MEULEWIJK;Y.MEULEWIJK;Y.MEULEWIJK;50,987442;3,8179
YMLBK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;50,865366;4,723726
YMUDE;Y.MUIDE;Y.MUIDE;Y.MUIDE;Y.MUIDE;51,073378;3,737757
YMUBR;Y.MUISBROEK;Y.MUISBROEK;Y.MUISBROEK;Y.MUISBROEK;51,29007;4,378345
YFIZ;Y.MUIZEN;Y.MUIZEN;Y.MUIZEN;Y.MUIZEN;51,021969;4,495259
YRSTN;Y.N.AARSCHOT;Y.N.AARSCHOT;Y.NOORD DRIEHOEK AARSCHOT;Y.NOORD DRIEHOEK AARSCHOT;50,999642;4,833175
YFCVN;Y.N.BERCHEM;Y.N.BERCHEM;Y.NOORD BERCHEM;Y.NOORD BERCHEM;51,201516;4,430263
YGHKN;Y.N.GROENENH;Y.N.GROENENH;Y.NOORD GROENENHOEK;Y.NOORD GROENENHOEK;51,196011;4,435267
YFHSN;Y.N.HASSELT;Y.N.HASSELT;Y.NOORD DRIEHOEK HASSELT;Y.NOORD DRIEHOEK HASSELT;50,940238;5,311576
YLBGN;Y.N.LEDEBERG;Y.N.LEDEBERG;Y.NOORD DRIEHOEK LEDEBERG;Y.NOORD DRIEHOEK LEDEBERG;51,030708;3,754115
YNZTH;Y.NAZARETH;Y.NAZARETH;Y.NAZARETH;Y.NAZARETH;51,14372;4,58722
YESTN;Y.ND EVERSTN;Y.ND EVERSTN;Y.NOORD EVERSTEIN;Y.NOORD EVERSTEIN;51,109124;3,730415
YFHN;Y.ND HALLE;Y.ND HALLE;Y.NOORD HALLE;Y.NOORD HALLE;50,746711;4,253509
YNDBL;Y.NEDERBOEL;Y.NEDERBOEL;Y.NEDERBOELARE;Y.NEDERBOELARE;50,78115;3,875001
YNFFE;Y.NEFFE;Y.NEFFE;Y.NEFFE;Y.NEFFE;50,242472;4,916888
YNWDK;Y.NIEUWDAK;Y.NIEUWDAK;Y.NIEUWDAK;Y.NIEUWDAK;50,965638;5,475321
YNDRL;Y.NOORDERL;Y.NOORDERL;Y.NOORDERLAAN;Y.NOORDERLAAN;51,267825;4,383026
YNORD;Y.NORD;Y.NORD;Y.NORD;Y.NORD;50,407404;4,415887
YLEM;Y.NOSSEGEM;Y.NOSSEGEM;Y.NOSSEGEM;Y.NOSSEGEM;50,882339;4,489987
YRSTO;Y.O.AARSCHOT;Y.O.AARSCHOT;Y.OOST DRIEHOEK AARSCHOT;Y.OOST DRIEHOEK AARSCHOT;50,999177;4,841248
YFCVO;Y.O.BERCHEM;Y.O.BERCHEM;Y.OOST BERCHEM;Y.OOST BERCHEM;51,201464;4,430311
YLBGO;Y.O.LEDEBERG;Y.O.LEDEBERG;Y.OOST DRIEHOEK LEDEBERG;Y.OOST DRIEHOEK LEDEBERG;51,025865;3,753794
YORDR;Y.OORDEREN;Y.OORDEREN;Y.OORDEREN;Y.OORDEREN;51,291762;4,361421
YOTWL;Y.OOSTERWEEL;Y.OOSTERWEEL;Y.OOSTERWEEL;Y.OOSTERWEEL;51,258268;4,389795
YFPO;Y.OOSTKAMP;Y.OOSTKAMP;Y.OOSTKAMP;Y.OOSTKAMP;51,163116;3,242357
YORDM;Y.ORDAM;Y.ORDAM;Y.ORDAM;Y.ORDAM;51,288795;4,353472
YOTBK;Y.OTTERBEEK;Y.OTTERBEEK;Y.OTTERBEEK;Y.OTTERBEEK;51,021163;4,487502
YODDK;Y.OUDENDIJK;Y.OUDENDIJK;Y.OUDENDIJK;Y.OUDENDIJK;51,33891;4,284803
YPAHS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;50,876226;4,346325
YPABR;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;50,867214;4,716024
YPATD;Y.PATARD;Y.PATARD;Y.PATARD;Y.PATARD;50,630365;3,857514
YPEL;Y.PELIKAAN;Y.PELIKAAN;Y.PELIKAAN;Y.PELIKAAN;51,284764;3,230846
YZEBR;Y.PONT-SENNE;Y.ZENNEBRUG;Y.PONT-DE-LA-SENNE;Y.ZENNEBRUG;50,874421;4,363715
YPRHK;Y.PRINSENH;Y.PRINSENH;Y.PRINSENHOEK;Y.PRINSENHOEK;50,997921;4,521143
YRAMK;Y.RAMSKAPELL;Y.RAMSKAPELL;Y.RAMSKAPELLE;Y.RAMSKAPELLE;51,304355;3,25023
YRENO;Y.RENORY;Y.RENORY;Y.RENORY;Y.RENORY;50,604836;5,560136
YRVRT;Y.RINGVAART;Y.RINGVAART;Y.RINGVAART;Y.RINGVAART;51,106;3,725
YFEO;Y.RONET;Y.RONET;Y.RONET;Y.RONET;50,460117;4,830972
YRUBR;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;50,799385;4,301491
YSGRD;Y.SAUVEGARDE;Y.SAUVEGARDE;Y.SAUVEGARDE;Y.SAUVEGARDE;51,083253;4,347906
YSCHN;Y.SCHIJN;Y.SCHIJN;Y.SCHIJN;Y.SCHIJN;51,28775;4,413529
YSLLY;Y.SILLY;Y.SILLY;Y.SILLY;Y.SILLY;50,632707;3,861651
YFSG;Y.SOIGNIES;Y.SOIGNIES;Y.SOIGNIES;Y.SOIGNIES;50,587199;4,114567
YSTBR;Y.STABROEK;Y.STABROEK;Y.STABROEK;Y.STABROEK;51,319408;4,349516
YSLND;Y.STEENLAND;Y.STEENLAND;Y.STEENLAND;Y.STEENLAND;51,246739;4,253587
YSKL;Y.ST-K-LOMB;Y.ST-K-LOMB;Y.SINT-KATHERINA-LOMBEEK;Y.SINT-KATHERINA-LOMBEEK;50,875797;4,125677
YSKLW;Y.ST-K-WAVER;Y.ST-K-WAVER;Y.SINT-KATELIJNE-WAVER;Y.SINT-KATELIJNE-WAVER;51,027197;4,490313
YSTLB;Y.ST-LAMBERT;Y.ST-LAMBERT;Y.SAINT-LAMBERT;Y.SAINT-LAMBERT;49,655075;5,550953
YSMBR;Y.ST-MARIAB;Y.ST-MARIAB;Y.SINT-MARIABURG;Y.SINT-MARIABURG;51,290428;4,435236
YSTVA;Y.ST-VAAST;Y.ST-VAAST;Y.SAINT-VAAST;Y.SAINT-VAAST;50,469873;4,173487
YTEMN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;50,948141;5,483415
YTIVO;Y.TIVOLI;Y.TIVOLI;Y.TIVOLI;Y.TIVOLI;50,872749;4,718544
YVALB;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;50,616862;5,58105
YVSLB;Y.VAL-ST-LAM;Y.VAL-ST-LAM;Y.VAL-SAINT-LAMBERT;Y.VAL-SAINT-LAMBERT;50,597771;5,48514
YFVSH;Y.VISE-HAUT;Y.VISE-HAUT;Y.VISE-HAUT;Y.VISE-HAUT;50,744263;5,69448
YGVX;Y.VOROUX;Y.VOROUX;Y.VOROUX;Y.VOROUX;50,65833;5,450808
YFCVW;Y.W.BERCHEM;Y.W.BERCHEM;Y.WEST BERCHEM;Y.WEST BERCHEM;51,196437;4,433627
YFHSW;Y.W.HASSELT;Y.W.HASSELT;Y.WEST DRIEHOEK HASSELT;Y.WEST DRIEHOEK HASSELT;50,937984;5,29849
YLBGW;Y.W.LEDEBERG;Y.W.LEDEBERG;Y.WEST DRIEHOEK LEDEBERG;Y.WEST DRIEHOEK LEDEBERG;51,029682;3,74652
YWAHK;Y.WALENHOEK;Y.WALENHOEK;Y.WALENHOEK;Y.WALENHOEK;51,309346;4,341148
YFW;Y.WATERMAEL;Y.WATERMAAL;Y.WATERMAEL;Y.WATERMAAL;50,814766;4,401555
YFWE;Y.WEERDE;Y.WEERDE;Y.WEERDE;Y.WEERDE;50,976488;4,471237
YWLLE;Y.WELLE;Y.WELLE;Y.WELLE;Y.WELLE;50,904277;4,051084
YWILS;Y.WILSELE;Y.WILSELE;Y.WILSELE;Y.WILSELE;50,893667;4,712912
YWIMO;Y.WITTEMOLEN;Y.WITTEMOLEN;Y.WITTEMOLEN;Y.WITTEMOLEN;51,303331;4,306066
YWLFS;Y.WOLFSTEE;Y.WOLFSTEE;Y.WOLFSTEE;Y.WOLFSTEE;51,171947;4,804952
YRSTZ;Y.Z.AARSCHOT;Y.Z.AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;50,994164;4,831267
YGHKZ;Y.Z.GROENENH;Y.Z.GROENENH;Y.ZUID GROENENHOEK;Y.ZUID GROENENHOEK;51,194493;4,438814
YZABG;Y.ZANDBERG;Y.ZANDBERG;Y.ZANDBERG;Y.ZANDBERG;50,836378;3,292311
YFZA;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;50,884468;4,47557
YESTZ;Y.ZD EVERSTN;Y.ZD EVERSTN;Y.ZUID EVERSTEIN;Y.ZUID EVERSTEIN;51,098981;3,720733
YZONH;Y.ZONHOVEN;Y.ZONHOVEN;Y.ZONHOVEN;Y.ZONHOVEN;50,950318;5,328671
YLZDF;Y.ZWIJNDR-F;Y.ZWIJNDR-F;Y.ZWIJNDRECHT-FORT;Y.ZWIJNDRECHT-FORT;51,212591;4,310914
YVESG;YVES-GOMEZEE;YVES-GOMEZEE;YVES-GOMEZEE;YVES-GOMEZEE;50,238039;4,490469
NV;YVOIR;YVOIR;YVOIR;YVOIR;50,320839;4,878644
FZB;ZANDBERGEN;ZANDBERGEN;ZANDBERGEN;ZANDBERGEN;50,80715;3,956928
ZANDV;ZANDVLIET;ZANDVLIET;ANTWERPEN-D.S.-ZANDVLIET;ANTWERPEN-D.S.-ZANDVLIET;51,334071;4,3293
FZA;ZAVENTEM;ZAVENTEM;ZAVENTEM;ZAVENTEM;50,88572;4,469886
FZAPQ;ZAVENTEM-P/Q;ZAVENTEM-P/Q;ZAVENTEM-ROOSTER P/Q;ZAVENTEM-ROOSTER P/Q;50,886132;4,468056
LZM;ZEDELGEM;ZEDELGEM;ZEDELGEM;ZEDELGEM;51,12641;3,1634
LZMG;ZEDELGEM-G;ZEDELGEM-G;ZEDELGEM-GOEDEREN;ZEDELGEM-GOEDEREN;51,12859;3,1655
LZE;ZEEBR-DORP;ZEEBR-DORP;ZEEBRUGGE-DORP;ZEEBRUGGE-DORP;51,326108;3,195697
LZNID;ZEEBR-NID;ZEEBR-NID;ZEEBRUGGE-BUNDEL N.I.D.;ZEEBRUGGE-BUNDEL N.I.D.;51,328783;3,214939
LZOCH;ZEEBR-OCHZ;ZEEBR-OCHZ;ZEEBRUGGE-BUNDEL O.C.H.Z.;ZEEBRUGGE-BUNDEL O.C.H.Z.;51,331228;3,190112
LZES;ZEEBR-STRAND;ZEEBR-STRAND;ZEEBRUGGE-STRAND;ZEEBRUGGE-STRAND;51,324546;3,186668
LZR;ZEEBRUGGE-V;ZEEBRUGGE-V;ZEEBRUGGE-VORMING;ZEEBRUGGE-VORMING;51,315423;3,188523
LZVHW;ZEEBR-VOORH;ZEEBR-VOORH;ZEEBRUGGE-VOORHAVEN-WEST;ZEEBRUGGE-VOORHAVEN-WEST;51,340567;3,175833
FZ;ZELE;ZELE;ZELE;ZELE;51,073103;4,041586
FZI;ZELLIK;ZELLIK;ZELLIK;ZELLIK;50,889731;4,275583
FZZ;ZELZATE;ZELZATE;ZELZATE;ZELZATE;51,202692;3,799904
FZZGR;ZELZATE-GR;ZELZATE-GR;ZELZATE-GRENS;ZELZATE-GRENS;51,2123;3,799076
FZZR;ZELZ-RIEME;ZELZ-RIEME;ZELZATE-RIEME;ZELZATE-RIEME;51,185071;3,792108
GZC;ZICHEM;ZICHEM;ZICHEM;ZICHEM;51,006694;4,987358
FZG;ZINGEM;ZINGEM;ZINGEM;ZINGEM;50,909158;3,645875
MZDST;ZOLDER;ZOLDER;ZOLDER;ZOLDER;51,033383;5,33058
MZD;ZOLDER-KRSP;ZOLDER-KRSP;ZOLDER-KRUISSPOREN;ZOLDER-KRUISSPOREN;51,034997;5,317852
ZHVPU;ZONHOVEN-P/U;ZONHOVEN-P/U;ZONHOVEN-ROOSTER P/U;ZONHOVEN-ROOSTER P/U;50,958702;5,337711
FZT;ZOTTEGEM;ZOTTEGEM;ZOTTEGEM;ZOTTEGEM;50,869103;3,814414
ZUTDL;ZUTENDAAL;ZUTENDAAL;ZUTENDAAL;ZUTENDAAL;50,920824;5,5249
ZWA;ZWANKENDAMME;ZWANKENDAMME;ZWANKENDAMME;ZWANKENDAMME;51,306408;3,191564
LZEK;ZWEEDSE KAAI;ZWEEDSE KAAI;ZEEBRUGGE-ZWEEDSE KAAI;ZEEBRUGGE-ZWEEDSE KAAI;51,337954;3,207438
LZD;ZWIJNDRECHT;ZWIJNDRECHT;ZWIJNDRECHT;ZWIJNDRECHT;51,214214;4,329161
LZDIZ;ZWIJNDR-IND;ZWIJNDR-IND;ZWIJNDRECHT-INDUSTRIEZONE;ZWIJNDRECHT-INDUSTRIEZONE;51,231055;4,365734
LZDWS;ZWIJNDR-WIJK;ZWIJNDR-WIJK;ZWIJNDRECHT-WIJKSPOREN;ZWIJNDRECHT-WIJKSPOREN;51,213561;4,331556
MFX;FALSE;FALSE;FALSE;FALSE;50,621833;4,549264
